prompt_id,prompt_position,prompt_position_1based,char_j,median_time_to_first_correct_ms,median_time_to_stability_ms,median_revisions,mean_wrong_first,mean_local_friction,prompt_text,prompt_family
P02,0,1,ก,1241.5,1241.5,0.0,0.038461538461538464,0.4759952006823935,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,1,2,ร,1420.0,1461.0,0.0,0.07692307692307693,-0.1815187548407722,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,2,3,ุ,1718.0,1718.0,0.0,0.15384615384615385,-0.041534282309912976,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,3,4,ณ,3135.0,3135.0,0.0,0.3076923076923077,0.3298634523854926,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,4,5,า,3381.5,3381.5,0.0,0.19230769230769232,-0.12907635291260008,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,5,6,ต,3900.5,3900.5,0.0,0.11538461538461539,0.06779273797519997,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,6,7,อ,4244.5,4244.5,0.0,0.07692307692307693,-0.03773660369747731,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,7,8,บ,4487.5,4487.5,0.0,0.07692307692307693,-0.027493365769463266,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,8,9,ก,4811.0,4811.0,0.0,0.0,0.14755091778019297,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,9,10,ล,5038.0,5038.0,0.0,0.0,0.08495015009466249,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,10,11,ั,5218.5,5218.5,0.0,0.07692307692307693,-0.04136303556816511,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,11,12,บ,5563.0,5563.0,0.0,0.07692307692307693,-0.13638659218097515,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,12,13,ภ,6437.5,6437.5,0.0,0.07692307692307693,0.37209451940434285,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,13,14,า,6701.0,6701.0,0.0,0.038461538461538464,-0.11636511524203427,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,14,15,ย,6795.5,6795.5,0.0,0.11538461538461539,-0.2148767314174193,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,15,16,ใ,7052.5,7052.5,0.0,0.038461538461538464,-0.03570771274736628,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,16,17,น,7999.0,7999.0,0.0,0.07692307692307693,-0.09105292613509557,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,17,18,ว,8432.0,8432.0,0.0,0.038461538461538464,-0.061667097852246215,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,18,19,ั,8582.0,8582.0,0.0,0.07692307692307693,-0.1356089919312734,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,19,20,น,8716.0,8716.0,0.0,0.11538461538461539,-0.28767994024883553,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,20,21,น,8856.0,8856.0,0.0,0.038461538461538464,-0.3735020056881383,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,21,22,ี,9037.0,9037.0,0.0,0.07692307692307693,-0.3000094768636204,กรุณาตอบกลับภายในวันนี้,familiar_polite
P02,22,23,้,9197.0,9197.0,0.0,0.07692307692307693,-0.274470744692824,กรุณาตอบกลับภายในวันนี้,familiar_polite
