prompt_id,prompt_position,prompt_position_1based,char_j,median_time_to_first_correct_ms,median_time_to_stability_ms,median_revisions,mean_wrong_first,mean_local_friction,prompt_text,prompt_family
P03,0,1,ข,1080.5,1080.5,0.0,0.07692307692307693,0.45543524550819847,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,1,2,อ,1213.5,1213.5,0.0,0.11538461538461539,-0.13139420816391795,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,2,3,ค,1921.0,1921.0,0.0,0.19230769230769232,0.1482253512256751,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,3,4,ว,2347.0,2347.0,0.0,0.11538461538461539,-0.04126514738024882,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,4,5,า,2578.5,2578.5,0.0,0.07692307692307693,-0.22611337377743987,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,5,6,ม,2727.0,2727.0,0.0,0.038461538461538464,-0.276709243141125,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,6,7,ก,3134.5,3134.5,0.0,0.07692307692307693,0.047276060315604454,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,7,8,ร,3238.5,3408.0,0.0,0.038461538461538464,-0.1486257549673538,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,8,9,ุ,3817.0,3817.0,0.0,0.15384615384615385,-0.08115362305387303,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,9,10,ณ,5169.0,5169.0,0.0,0.15384615384615385,0.3174454082655288,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,10,11,า,5410.0,5410.0,0.0,0.23076923076923078,-0.1120457255224153,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,11,12,จ,6364.5,6364.5,0.0,0.19230769230769232,0.23099117124120663,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,12,13,ั,6582.0,6582.0,0.0,0.038461538461538464,-0.1010613261387856,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,13,14,ด,7001.5,7001.5,0.0,0.07692307692307693,-0.1240014016151457,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,14,15,ท,7227.0,7227.0,0.0,0.19230769230769232,-0.041144253476536025,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,15,16,ำ,7449.0,7449.0,0.0,0.23076923076923078,-0.21659431371285767,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,16,17,เ,7811.0,7811.0,0.0,0.15384615384615385,0.02440068732023048,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,17,18,อ,8035.0,8035.0,0.0,0.038461538461538464,-0.20596869390102965,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,18,19,ก,8382.5,8382.5,0.0,0.11538461538461539,-0.20825930759888028,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,19,20,ส,8826.5,8826.5,0.0,0.19230769230769232,0.13173940505712964,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,20,21,า,9046.5,9046.5,0.0,0.19230769230769232,-0.2928973945119778,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,21,22,ร,9188.5,9188.5,0.0,0.07692307692307693,-0.2699477599967148,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,22,23,ด,9980.5,9980.5,0.0,0.15384615384615385,0.21772476384839068,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,23,24,ั,10345.0,10345.0,0.0,0.11538461538461539,-0.058350701262697376,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,24,25,ง,11154.5,11154.5,0.0,0.15384615384615385,-0.15336190552289103,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,25,26,ก,11502.5,11502.5,0.0,0.15384615384615385,0.22887477283483848,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,26,27,ล,11669.0,11669.0,0.0,0.19230769230769232,0.08837381689298322,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,27,28,่,12123.5,12123.5,0.0,0.38461538461538464,0.07533428704312903,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,28,29,า,12385.0,12385.0,0.0,0.4230769230769231,-0.2566124823351755,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
P03,29,30,ว,12681.5,12681.5,0.0,0.2692307692307692,-0.15995294535530696,ขอความกรุณาจัดทำเอกสารดังกล่าว,formal_register
