prompt_id,prompt_position,prompt_position_1based,char_j,median_time_to_first_correct_ms,median_time_to_stability_ms,median_revisions,mean_wrong_first,mean_local_friction,prompt_text,prompt_family
P08,0,1,ข,1069.5,1069.5,0.0,0.038461538461538464,0.47488650425286266,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,1,2,อ,1201.5,1201.5,0.0,0.0,-0.09495330887141745,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,2,3,ค,1665.5,1665.5,0.0,0.07692307692307693,0.05926872860750932,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,3,4,ว,1855.0,1855.0,0.0,0.038461538461538464,-0.13385790538378917,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,4,5,า,2035.0,2035.0,0.0,0.038461538461538464,-0.2659037957486502,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,5,6,ม,2203.0,2203.0,0.0,0.0,-0.29914067672811107,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,6,7,ร,2667.5,2667.5,0.0,0.0,-0.053171911007677146,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,7,8,่,2922.5,2922.5,0.0,0.038461538461538464,-0.2124790727805128,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,8,9,ว,3091.5,3091.5,0.0,0.07692307692307693,-0.12442929373302143,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,9,10,ม,3330.0,3330.0,0.0,0.038461538461538464,-0.12122917673046489,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,10,11,ม,3473.0,3473.0,0.0,0.07692307692307693,-0.21507619375977718,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,11,12,ื,3777.0,3777.0,0.0,0.038461538461538464,-0.03207659948658964,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,12,13,อ,3928.5,3928.5,0.0,0.038461538461538464,-0.2667537882613775,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,13,14,จ,4898.5,4898.5,0.0,0.11538461538461539,0.3440238579790557,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,14,15,ั,5051.5,5051.5,0.0,0.038461538461538464,-0.06720375606262016,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,15,16,ด,5421.5,5421.5,0.0,0.11538461538461539,-0.13853736428144295,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,16,17,เ,5970.0,5970.0,0.0,0.11538461538461539,-0.05705062187164792,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,17,18,ต,6328.5,6328.5,0.0,0.11538461538461539,-0.10352227558417934,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,18,19,ร,6472.0,6472.0,0.0,0.0,-0.3402309573587174,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,19,20,ี,6617.0,6617.0,0.0,0.038461538461538464,-0.28784522489616376,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,20,21,ย,6889.5,6889.5,0.0,0.11538461538461539,-0.07824709985061987,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,21,22,ม,7036.0,7036.0,0.0,0.11538461538461539,-0.10081273632941004,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,22,23,เ,7664.0,7664.0,0.0,0.11538461538461539,0.07341479348771726,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,23,24,อ,7834.5,7834.5,0.0,0.07692307692307693,-0.22851851795780956,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,24,25,ก,8305.0,8305.0,0.0,0.038461538461538464,-0.23353542621292403,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,25,26,ส,8612.5,8612.5,0.0,0.07692307692307693,0.0899260230526126,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,26,27,า,8798.5,8798.5,0.0,0.07692307692307693,-0.3079752693243092,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,27,28,ร,9019.0,9019.0,0.0,0.038461538461538464,-0.2584645259707945,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,28,29,เ,9485.5,9485.5,0.0,0.07692307692307693,0.16782897097384694,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,29,30,พ,9663.5,9663.5,0.0,0.038461538461538464,-0.29795634054275516,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,30,31,ื,9790.0,9790.0,0.0,0.038461538461538464,-0.24952412619462916,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,31,32,่,9960.0,9960.0,0.0,0.038461538461538464,-0.35401293261295275,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,32,33,อ,10058.0,10058.0,0.0,0.038461538461538464,-0.3182633599556669,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,33,34,เ,10752.0,10752.0,0.0,0.11538461538461539,0.0666268996616288,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,34,35,ป,11206.5,11206.5,0.0,0.15384615384615385,-0.10384781771505243,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,35,36,็,11552.5,11552.5,0.0,0.07692307692307693,0.10445442122865475,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,36,37,น,11820.0,11820.0,0.0,0.11538461538461539,-0.009677048455962844,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,37,38,ว,12446.0,12446.0,0.0,0.11538461538461539,0.048307602929371654,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,38,39,ิ,12702.5,12702.5,0.0,0.11538461538461539,-0.05313428941448365,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,39,40,ท,12916.5,12916.5,0.0,0.038461538461538464,-0.23456273218716164,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,40,41,ย,13817.0,13817.0,0.0,0.07692307692307693,0.08472315357759726,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,41,42,า,14077.0,14077.0,0.0,0.0,-0.19435926240897372,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,42,43,ท,14854.0,14854.0,0.0,0.07692307692307693,0.08660809078625248,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,43,44,า,14982.0,14982.0,0.0,0.038461538461538464,-0.28506881106067167,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,44,45,น,15535.5,15535.5,0.0,0.15384615384615385,-0.12361300801145582,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,45,46,แ,16715.5,16715.5,0.0,0.11538461538461539,0.3160783858972523,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,46,47,ก,17360.5,18186.5,0.0,0.19230769230769232,-0.22758540897020843,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,47,48,่,18284.5,18284.5,0.0,0.19230769230769232,-0.037394061079815064,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,48,49,น,18839.0,18839.0,0.0,0.19230769230769232,0.07114666182721167,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,49,50,ั,19105.5,19105.5,0.0,0.15384615384615385,-0.12148423502368434,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,50,51,ก,19291.5,19291.5,0.0,0.11538461538461539,-0.10311583612342116,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,51,52,เ,19599.5,19599.5,0.0,0.19230769230769232,-0.06136376901750351,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,52,53,ร,19788.0,19788.0,0.0,0.15384615384615385,-0.2418912370700725,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,53,54,ี,19944.5,19944.5,0.0,0.15384615384615385,-0.288716822417964,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,54,55,ย,20233.5,20233.5,0.0,0.19230769230769232,-0.21323672425015622,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
P08,55,56,น,20338.0,20338.0,0.0,0.15384615384615385,-0.3617517051950277,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,formal_lexical_difficulty
