prompt_id,prompt_position,prompt_position_1based,char_j,median_time_to_first_correct_ms,median_time_to_stability_ms,median_revisions,mean_wrong_first,mean_local_friction,prompt_text,prompt_family
P05,0,1,เ,1080.0,1080.0,0.0,0.0,0.4461191066620662,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,1,2,ข,1196.5,1196.5,0.0,0.0,-0.19149366327127865,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,2,3,้,1370.5,1370.5,0.0,0.0,-0.13990139041039118,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,3,4,า,1487.5,1487.5,0.0,0.07692307692307693,-0.33423872213388456,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,4,5,เ,1999.5,1999.5,0.0,0.11538461538461539,0.06759357967957402,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,5,6,ม,2099.0,2099.0,0.0,0.11538461538461539,-0.3372663134777454,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,6,7,ื,2305.0,2305.0,0.0,0.15384615384615385,-0.11786632349462683,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,7,8,อ,2644.5,2644.5,0.0,0.19230769230769232,-0.18198831646419056,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,8,9,ง,2851.5,2851.5,0.0,0.07692307692307693,-0.004746829045042842,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,9,10,ต,3462.0,3462.0,0.0,0.11538461538461539,0.10402901855616668,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,10,11,า,3649.5,3649.5,0.0,0.07692307692307693,-0.1964573478798024,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,11,12,ห,4170.5,4170.5,0.0,0.23076923076923078,0.22337508906060252,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,12,13,ล,4295.5,5393.5,0.0,0.07692307692307693,0.10843479316882008,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,13,14,ิ,4814.0,5667.5,0.0,0.11538461538461539,0.17559481374834646,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,14,15,่,5905.5,5905.5,0.0,0.15384615384615385,-0.1307412480205875,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,15,16,ว,6102.5,6102.5,0.0,0.19230769230769232,-0.09016346203844038,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,16,17, ,7725.5,7725.5,0.0,0.3076923076923077,0.14544154612010626,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,17,18,ต,8008.5,8008.5,0.0,0.3076923076923077,0.031138582753245662,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,18,19,้,8235.5,8235.5,0.0,0.23076923076923078,-0.17755978282437582,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,19,20,อ,8713.5,8713.5,0.0,0.19230769230769232,-0.1673218016246823,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,20,21,ง,8870.0,8870.0,0.0,0.15384615384615385,-0.031022153528824502,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,21,22,ห,10363.0,10363.0,0.0,0.23076923076923078,0.3898288881016509,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,22,23,ล,10495.0,10495.0,0.0,0.23076923076923078,0.12789985844567547,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,23,24,ิ,10648.0,10648.0,0.0,0.15384615384615385,0.11469892765725558,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,24,25,่,10931.5,10931.5,0.0,0.23076923076923078,-0.05973190395967871,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,25,26,ว,11080.0,11080.0,0.0,0.23076923076923078,0.03410569732796588,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,26,27,ม,15799.5,15799.5,0.0,0.6153846153846154,0.2549108979592912,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,27,28,า,16003.0,16003.0,0.0,0.46153846153846156,-0.26624314341668265,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,28,29,ต,16750.0,16750.0,0.0,0.38461538461538464,-0.029788874329695698,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,29,30,า,17044.5,17044.5,0.0,0.38461538461538464,-0.17881312138015854,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
P05,30,31,ม,17540.5,17540.5,0.0,0.34615384615384615,-0.19728155424332036,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,twisted_proverb
