prompt_id,prompt_position,prompt_position_1based,char_j,median_time_to_first_correct_ms,median_time_to_stability_ms,median_revisions,mean_wrong_first,mean_local_friction,prompt_text,prompt_family
P04,0,1,น,1067.0,1067.0,0.0,0.0,0.48686187930861596,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,1,2,ิ,1242.5,1242.5,0.0,0.0,-0.18984918217117552,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,2,3,ส,1469.0,1469.0,0.0,0.038461538461538464,-0.08354057934110348,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,3,4,ิ,1786.5,1786.5,0.0,0.07692307692307693,-0.11768626061856732,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,4,5,ต,1984.0,1984.0,0.0,0.0,-0.07039286329572546,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,5,6,จ,2677.5,2677.5,0.0,0.07692307692307693,0.1307535442311924,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,6,7,า,3471.5,3471.5,0.0,0.23076923076923078,-0.14338863287125198,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,7,8,ก,3586.5,3586.5,0.0,0.15384615384615385,-0.19911826261475798,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,8,9,จ,3901.0,3901.0,0.0,0.11538461538461539,0.2296134533665229,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,9,10,ุ,4639.0,4639.0,0.0,0.11538461538461539,-0.0022880117589886262,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,10,11,ฬ,5059.0,5059.0,0.0,0.15384615384615385,0.41223843790346276,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,11,12,า,5797.0,5797.0,0.0,0.07692307692307693,-0.07123794187233336,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,12,13,ล,6301.5,6301.5,0.0,0.07692307692307693,0.1675525526762538,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,13,14,ง,6435.5,6435.5,0.0,0.0,-0.2723285480623755,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,14,15,ก,6703.5,6703.5,0.0,0.038461538461538464,0.14693357718583838,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,15,16,ร,6942.5,6942.5,0.0,0.07692307692307693,-0.045526036168173266,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,16,17,ณ,7810.5,8050.5,0.0,0.07692307692307693,0.09146335293854012,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,17,18,์,8884.5,8884.5,0.0,0.3076923076923077,0.16941673238782431,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,18,19,ม,9903.5,9903.5,0.0,0.038461538461538464,0.1566946255635336,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,19,20,ห,10137.5,10137.5,0.0,0.11538461538461539,-0.10048347116540088,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,20,21,า,10560.5,10560.5,0.0,0.19230769230769232,-0.09978269049037583,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,21,22,ว,10817.5,10817.5,0.0,0.0,0.01789334338332051,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,22,23,ิ,11505.0,11505.0,0.0,0.07692307692307693,-0.04327326394869534,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,23,24,ท,11782.5,11782.5,0.0,0.07692307692307693,-0.21750878132146648,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,24,25,ย,12217.5,12217.5,0.0,0.0,0.011864770180455968,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,25,26,า,12387.5,12387.5,0.0,0.07692307692307693,-0.19122967175271882,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,26,27,ล,12790.0,12790.0,0.0,0.11538461538461539,0.05163610397043142,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,27,28,ั,13062.5,13062.5,0.0,0.15384615384615385,0.0027075267847767306,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
P04,28,29,ย,13963.5,13963.5,0.0,0.23076923076923078,-0.17670727268160527,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,orthographic_named_entity
