prompt_id,prompt_position,prompt_position_1based,char_j,median_time_to_first_correct_ms,median_time_to_stability_ms,median_revisions,mean_wrong_first,mean_local_friction,prompt_text,prompt_family
P10,0,1,ช,1119.5,1361.5,0.0,0.07692307692307693,0.4692426240559647,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,1,2,ั,1486.5,1580.0,0.0,0.11538461538461539,-0.045902328943376466,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,2,3,้,1729.5,1729.5,0.0,0.11538461538461539,-0.33658371383480834,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,3,4,น,1866.0,1866.0,0.0,0.07692307692307693,-0.3509759310597404,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,4,5,ม,2409.0,2409.0,0.0,0.07692307692307693,0.11371734206285913,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,5,6,ั,3318.0,3318.0,0.0,0.11538461538461539,-0.18973051563315063,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,6,7,ธ,4030.5,4030.5,0.0,0.19230769230769232,0.2675336987288613,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,7,8,ย,4562.5,4562.5,0.0,0.11538461538461539,0.20827538281990463,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,8,9,ม,4981.5,4981.5,0.0,0.038461538461538464,-0.08392917104130879,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,9,10,ศ,5474.0,5474.0,0.0,0.07692307692307693,0.234199005275372,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,10,11,ึ,6549.5,6549.5,0.0,0.15384615384615385,0.10034903022155765,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,11,12,ก,6698.0,6698.0,0.0,0.07692307692307693,-0.05666621693433911,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,12,13,ษ,7384.5,7384.5,0.0,0.19230769230769232,0.26587527736785144,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,13,14,า,7602.5,7602.5,0.0,0.23076923076923078,-0.1948267003394482,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,14,15,ป,8445.0,8445.0,0.0,0.15384615384615385,0.4002139178644415,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,15,16,ี,8582.0,8582.0,0.0,0.07692307692307693,-0.11871498514846035,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,16,17,ท,8796.5,9528.5,0.0,0.038461538461538464,-0.10406030117312413,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,17,18,ี,8985.0,9653.5,0.0,0.038461538461538464,-0.16238705645383117,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,18,19,่,9747.5,9747.5,0.0,0.07692307692307693,-0.321236517080865,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,19,20, ,10149.5,10149.5,0.0,0.15384615384615385,0.164872703287242,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,20,21,๖,14841.5,14841.5,0.0,0.4230769230769231,0.6325820293493295,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,21,22, ,15219.5,15219.5,0.0,0.23076923076923078,0.1992608578874634,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
P10,22,23,จ,16571.5,16571.5,0.0,0.15384615384615385,0.23438237684609056,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,thai_numerals
