prompt_id,prompt_position,prompt_position_1based,char_j,median_time_to_first_correct_ms,median_time_to_stability_ms,median_revisions,mean_wrong_first,mean_local_friction,prompt_text,prompt_family
P06,0,1,น,1349.0,1349.0,0.0,0.15384615384615385,0.45002784086446196,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,mixed_symbols_identification
P06,1,2,ั,1622.0,1622.0,0.0,0.15384615384615385,-0.15209084913677645,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,mixed_symbols_identification
P06,2,3,ก,1861.0,1861.0,0.0,0.11538461538461539,-0.1680747616630352,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,mixed_symbols_identification
P06,3,4,เ,2509.0,2509.0,0.0,0.3076923076923077,-0.055602237794378166,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,mixed_symbols_identification
P06,4,5,ร,2644.5,2644.5,0.0,0.23076923076923078,-0.29419135048547224,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,mixed_symbols_identification
P06,5,6,ี,2807.5,2807.5,0.0,0.07692307692307693,-0.2919335584619581,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,mixed_symbols_identification
P06,6,7,ย,3284.5,3284.5,0.0,0.11538461538461539,-0.1789968352129123,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,mixed_symbols_identification
P06,7,8,น,3444.0,3444.0,0.0,0.038461538461538464,-0.3488668697858628,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,mixed_symbols_identification
P06,8,9, ,3987.0,3987.0,0.0,0.07692307692307693,0.140974808402865,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,mixed_symbols_identification
P06,9,10,ม,4594.5,4594.5,0.0,0.038461538461538464,0.07762209155472098,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,mixed_symbols_identification
