prompt_id,prompt_position,prompt_position_1based,char_j,median_time_to_first_correct_ms,median_time_to_stability_ms,median_revisions,mean_wrong_first,mean_local_friction,prompt_text,prompt_family
P11,0,1,ว,1237.0,1237.0,0.0,0.15384615384615385,0.5522420456370613,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,1,2,ั,1568.5,1568.5,0.0,0.15384615384615385,-0.12738348319297493,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,2,3,น,1797.5,1797.5,0.0,0.07692307692307693,-0.2527971584938778,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,3,4,น,1935.5,1935.5,0.0,0.038461538461538464,-0.35210901363945424,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,4,5,ี,2315.0,2315.0,0.0,0.07692307692307693,-0.2161903997768563,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,5,6,้,2473.5,2473.5,0.0,0.07692307692307693,-0.313647371483135,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,6,7,ผ,2979.0,2979.0,0.0,0.07692307692307693,0.25451333853357255,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,7,8,ม,3127.0,3127.0,0.0,0.07692307692307693,-0.11782602651921346,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,8,9,ท,3719.0,3830.0,0.0,0.15384615384615385,-0.046888149632124065,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,9,10,ั,4419.5,4419.5,0.0,0.23076923076923078,-0.13864327003777205,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,10,11,ก,4663.0,4663.0,0.0,0.11538461538461539,-0.09010336279801091,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,11,12,ผ,5527.0,5527.0,0.0,0.11538461538461539,0.2276705558202756,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,12,13,ม,5718.0,5718.0,0.0,0.07692307692307693,-0.13238332600749175,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,13,14,ร,6330.5,7162.0,0.0,0.11538461538461539,0.06999563600252491,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,14,15,ั,7381.5,7381.5,0.0,0.19230769230769232,-0.17659037509351047,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,15,16,ก,7657.0,7657.0,0.0,0.11538461538461539,-0.03728439294355001,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,16,17,ผ,8351.5,8351.5,0.0,0.15384615384615385,0.13128734904627115,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,17,18,ม,8481.5,8481.5,0.0,0.15384615384615385,-0.14290684900385256,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,18,19,ร,8900.5,8900.5,0.0,0.11538461538461539,0.05002177454811555,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,19,20,อ,9060.5,9060.5,0.0,0.07692307692307693,-0.1182741868571536,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,20,21, ,9299.5,9299.5,0.0,0.0,-0.035179757341643345,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,21,22,ว,9849.0,10205.0,0.0,0.11538461538461539,0.12403543226814454,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,22,23,ั,10431.0,10431.0,0.0,0.07692307692307693,-0.1783978024246148,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,23,24,น,10547.0,10547.0,0.0,0.11538461538461539,-0.24246305391583003,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,24,25,ไ,10897.5,10897.5,0.0,0.23076923076923078,0.11852219991064866,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,25,26,ห,11142.0,11142.0,0.0,0.07692307692307693,-0.25916324599368673,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,26,27,น,11271.0,11271.0,0.0,0.07692307692307693,-0.14478502098895527,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,27,28,ผ,11858.5,11858.5,0.0,0.07692307692307693,0.3779822580168378,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,28,29,ม,12368.0,12368.0,0.0,0.038461538461538464,-0.14029304547331975,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,29,30,ท,12777.5,12777.5,0.0,0.15384615384615385,0.06010698734677325,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,30,31,้,12929.5,12929.5,0.0,0.15384615384615385,-0.21821070105107174,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,31,32,อ,13225.5,13225.5,0.0,0.15384615384615385,-0.19429945852368943,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,32,33,ผ,14041.0,14041.0,0.0,0.07692307692307693,0.2325225498354276,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,33,34,ม,14165.0,14165.0,0.0,0.07692307692307693,-0.13366510189874012,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,34,35,พ,14862.0,14862.0,0.0,0.19230769230769232,0.16859039211045104,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,35,36,อ,15105.5,15105.5,0.0,0.11538461538461539,-0.09806146440081084,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,36,37,ผ,15765.5,15765.5,0.0,0.0,0.18431663796287487,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,37,38,ม,15937.5,15937.5,0.0,0.0,-0.1314548754184197,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,38,39,ล,16286.0,16286.0,0.0,0.038461538461538464,0.20103744086021932,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
P11,39,40,า,17367.0,17367.0,0.0,0.15384615384615385,-0.018180156844346193,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,rhythmic_repetition
