prompt_id,prompt_position,prompt_position_1based,char_j,median_time_to_first_correct_ms,median_time_to_stability_ms,median_revisions,mean_wrong_first,mean_local_friction,prompt_text,prompt_family
P07,0,1,น,1118.5,1147.0,0.0,0.0,0.47983944318412886,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,1,2,ั,1383.5,1409.5,0.0,0.038461538461538464,-0.13852927073526217,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,2,3,ก,1572.0,1572.0,0.0,0.0,-0.11306551745089365,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,3,4,เ,1976.5,1976.5,0.0,0.038461538461538464,-0.11042160848667172,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,4,5,ร,2327.5,2703.0,0.0,0.038461538461538464,-0.2646369762618092,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,5,6,ี,2911.0,2911.0,0.0,0.07692307692307693,-0.287992455528698,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,6,7,ย,3382.0,3382.0,0.0,0.11538461538461539,-0.11726183341155433,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,7,8,น,3595.5,3595.5,0.0,0.11538461538461539,-0.37918695750477893,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,8,9,พ,4484.5,4484.5,0.0,0.15384615384615385,0.35940461839706034,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,9,10,ึ,4848.5,4848.5,0.0,0.19230769230769232,0.03357397343164469,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,10,11,ง,5414.0,5414.0,0.0,0.23076923076923078,-0.03803539717191069,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,11,12,ศ,6070.0,6970.5,0.0,0.23076923076923078,0.2941395296553262,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,12,13,ึ,8277.0,8277.0,0.0,0.3076923076923077,0.07478129550706378,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,13,14,ก,8447.5,8447.5,0.0,0.2692307692307692,0.0022838733910609085,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,14,15,ษ,8977.0,8977.0,0.0,0.19230769230769232,0.27191502441608667,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,15,16,า,9152.0,9152.0,0.0,0.11538461538461539,-0.19971659003613063,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,16,17,เ,9845.5,9845.5,0.0,0.07692307692307693,0.1951508324463118,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,17,18,ล,10059.0,10059.0,0.0,0.0,-0.019259122635210714,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,18,19,่,10461.5,10461.5,0.0,0.038461538461538464,-0.009848695519714902,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,19,20,า,10808.0,10808.0,0.0,0.15384615384615385,-0.35611331703005306,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,20,21,เ,10975.0,10975.0,0.0,0.11538461538461539,-0.09927143940786773,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,21,22,ร,11090.0,11090.0,0.0,0.11538461538461539,-0.25981388771106445,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,22,23,ี,11228.0,11228.0,0.0,0.15384615384615385,-0.26649858092701817,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,23,24,ย,11440.5,11440.5,0.0,0.07692307692307693,-0.1236843423020672,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,24,25,น,11564.0,11564.0,0.0,0.07692307692307693,-0.3640574582878727,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,25,26,อ,12347.0,12347.0,0.0,0.11538461538461539,0.2952082538281342,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,26,27,ย,12567.5,13068.5,0.0,0.0,-0.1235572669368494,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,27,28,่,13258.5,13258.5,0.0,0.11538461538461539,-0.1369004461827577,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,28,29,า,13406.0,13406.0,0.0,0.038461538461538464,-0.3895715669856,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,29,30,ง,13735.0,13735.0,0.0,0.07692307692307693,-0.1330813506841747,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,30,31,ส,14387.5,15146.0,0.0,0.15384615384615385,0.07327083629096966,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
P07,31,32,ม,14557.0,15323.0,0.0,0.07692307692307693,-0.04817850546290748,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,formal_educational
